college_name,club_name,club_category,official_status,description,official_page,latest_activity,latest_activity_date,major_achievements,recruitment_process,activity_status,source_id,last_verified_date
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Abhivyakti - Arts & Craft Club,Cultural,Official / institute-associated,"Arts, craft and event design",https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=311,,,,Student Gymkhana selection/member process; current details require verification,unable to verify,SRC001,2026-06-26
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Jazbaat - Dramatics Society,Cultural,Official / institute-associated,"Stage plays, street plays, mono-acts and production",https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=311,Historical participation at THOMSO and CARPE DIEM,,Historical participation at THOMSO and CARPE DIEM,Student Gymkhana selection/member process; current details require verification,unable to verify,SRC001,2026-06-26
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Saaz - Music Club,Cultural,Official / institute-associated,"Music practice, competitions and performances",https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=311,,,,Student Gymkhana selection/member process; current details require verification,unable to verify,SRC001,2026-06-26
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Samvaad - Literature & Quizzing Society,Cultural,Official / institute-associated,"Literature, debating and quizzing",https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=311,,,,Student Gymkhana selection/member process; current details require verification,unable to verify,SRC001,2026-06-26
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",CAD and 3D Printing Club,Technical,Official / institute-associated,CAD modelling and additive manufacturing sessions,https://cadclub.iiitdmj.ac.in/,Official club microsite visible in 2026,2026,Official club microsite visible in 2026,Student Gymkhana selection/member process; current details require verification,recently active,SRC024,2026-06-26
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Programming and Webix Club,Technical,Official / institute-associated,"Programming, Git, open source and competitive events",https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=311,,,,Student Gymkhana selection/member process; current details require verification,unable to verify,SRC001,2026-06-26
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Automotive & Fabrication Club,Technical,Official / institute-associated,"Automotive, UAV and fabrication projects",https://aerofabrication.iiitdmj.ac.in/,,,,Student Gymkhana selection/member process; current details require verification,unable to verify,SRC025,2026-06-26
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Aakrti - Film Making & Photography,Cultural/Technical,Official / institute-associated,Photography and filmmaking,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=311,,,,Student Gymkhana selection/member process; current details require verification,unable to verify,SRC001,2026-06-26
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Racing Club,Technical,Official / institute-associated,Student formula-style racing car design and fabrication,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=311,,,,Student Gymkhana selection/member process; current details require verification,unable to verify,SRC001,2026-06-26
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Electronics & Robotics Society,Technical,Official / institute-associated,Electronics and robotics projects,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=311,,,,Student Gymkhana selection/member process; current details require verification,unable to verify,SRC001,2026-06-26
