source_id,source_title,url,domain,source_category,source_type,confidence_level,academic_year,publication_date,accessed_date,data_categories,college_campus,notes
SRC016,Madhya Pradesh scholarship portal,https://scholarshipportal.mp.nic.in/,scholarshipportal.mp.nic.in,Tier A - authoritative,state government scholarship portal,A,2026-27,,2026-06-26,scholarships,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,Domicile/category schemes are subject to current state notifications.
SRC017,IIIT Bhopal B.Tech admission notice 2024-25,https://iiitbhopal.ac.in/Media/Notice/N24080002/60568.pdf,iiitbhopal.ac.in,Tier B - institution-controlled,official admission notice,B,2024-25,2024-08-01,2026-06-26,admissions;fees;hostel,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,Provides the 2024 first-year fee and states hostel allotment is subject to availability.
SRC018,EOI for student accommodation up to 200 male students,https://iiitbhopal.ac.in/Media/Notice/N25120008/60915.pdf,iiitbhopal.ac.in,Tier B - institution-controlled,official accommodation EOI,B,2025-26,2025-12-10,2026-06-26,hostel;facilities,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,Shows continued reliance on external accommodation providers near MANIT campus.
SRC019,NIRF India Rankings 2025 Engineering pages,https://www.nirfindia.org/Rankings/2025/EngineeringRanking.html,www.nirfindia.org,Tier A - authoritative,government ranking portal,A,2025,,2026-06-26,ranking,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,No current numeric engineering rank for IIIT Bhopal was verified in the published ranked lists during this extraction.
SRC020,National Anti-Ragging Portal,https://www.antiragging.in/,www.antiragging.in,Tier A - authoritative,government anti-ragging portal,A,2026,,2026-06-26,anti_ragging;grievance,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,
SRC021,IIIT Bhopal official website events and NIIMACK 2026 notice,https://iiitbhopal.ac.in/,iiitbhopal.ac.in,Tier B - institution-controlled,official events and notices,B,2025-26,,2026-06-26,clubs;events;student_life,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,
SRC022,IIIT Bhopal student council formation circular 2025-26,https://iiitbhopal.ac.in/Media/Notice/N25090010/60861.pdf,iiitbhopal.ac.in,Tier B - institution-controlled,official circular,B,2025-26,2025-09-15,2026-06-26,student_governance;clubs,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,
SRC023,IIIT Bhopal official recruiter carousel,https://iiitbhopal.ac.in/,iiitbhopal.ac.in,Tier C - institution-associated,official website recruiter listing,C,Current page; hiring year unavailable,,2026-06-26,recruiters,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,"Logos indicate historical/institution-listed recruiters, not guaranteed current visits."
SRC024,"JoSAA 2026 location, facilities and financial-assistance disclosure",https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=323,josaa.admissions.nic.in,Tier A - authoritative,official counselling profile,A,2026-27,,2026-06-26,location;hostel;facilities;scholarships,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,
SRC025,IIIT Bhopal revised physical reporting dates 2025-26,https://iiitbhopal.ac.in/Media/Notice/N25080006/60822.pdf,iiitbhopal.ac.in,Tier B - institution-controlled,official admission notice,B,2025-26,2025-08-08,2026-06-26,admissions,Temporary campus at MANIT Bhopal; proposed permanent campus at Fatehpur Dogra,
