college_name,company_name,placement_year,role,role_category,eligible_branches,hiring_type,campus_status,number_selected,package_or_range,source_id,evidence_note,confidence_level
Indian Institute of Information Technology (IIIT) Nagpur,Logic Fruit,2023-24,Specific role not published,electronics/embedded,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Purplle.com,2023-24,Specific role not published,software/product,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Procohat,2023-24,Specific role not published,software/analytics,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Whiteklay,2023-24,Specific role not published,analytics/consulting,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Algo University,2023-24,Specific role not published,software education,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Buyhatke,2023-24,Specific role not published,software/product,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,upGrad,2023-24,Specific role not published,education technology,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Flipkart,2023-24,Specific role not published,software/product,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,GoComet,2023-24,Specific role not published,software/logistics,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,GE Digital,2023-24,Specific role not published,software/industrial,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Smallcase Technologies,2023-24,Specific role not published,fintech/software,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Veritas,2023-24,Specific role not published,software engineering,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Semifront Technologies,2023-24,Specific role not published,semiconductor/electronics,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
Indian Institute of Information Technology (IIIT) Nagpur,Density.exchange,2023-24,Specific role not published,fintech/software,,Internship,confirmed for year,,,SRC007,"Listed in the official annual report among companies offering internships for the 2023-24 batch; role, branch eligibility, selected count and stipend were not consistently published.",B
