source_id,source_title,url,domain,source_category,source_type,confidence_level,academic_year,publication_date,accessed_date,data_categories,college_campus,notes
SRC015,NIT Warangal Annual Report 2023-24,https://nitw.ac.in/api/static/files/Annual_Report_2023-24.pdf,nitw.ac.in,Tier B - institution-controlled,official annual report,B,2023-24,2024,2026-06-26,facilities;clubs;events;placements;governance,"Main campus, Hanumakonda/Warangal, Telangana",Institution-published annual report.
SRC016,NIT Warangal halls of residence page,https://www.nitw.ac.in/hostel,nitw.ac.in,Tier B - institution-controlled,official hostel webpage,B,2025-26,,2026-06-26,hostels;mess;residential_facilities,"Main campus, Hanumakonda/Warangal, Telangana",Institution states that it is fully residential and provides accommodation to admitted students; this is preserved alongside the hostel rules caveat.
SRC017,NIT Warangal hostel rules,https://nitw.ac.in/api/static/files/Hostel_Rules.pdf,nitw.ac.in,Tier B - institution-controlled,official hostel rules PDF,B,,,2026-06-26,hostels;rules;medical;mess,"Main campus, Hanumakonda/Warangal, Telangana",Rules state that accommodation cannot be claimed as a right; exact current curfew was not verified.
SRC018,NIT Warangal student welfare and clubs information,https://www.nitw.ac.in/sw,nitw.ac.in,Tier C - institution-associated,official student welfare page,C,2025-26,,2026-06-26,clubs;student_activities;anti_ragging,"Main campus, Hanumakonda/Warangal, Telangana",Static official club listing; current activity is not inferred without dated evidence.
SRC019,NIT Warangal scholarships and notifications page,https://www.nitw.ac.in/notifications,nitw.ac.in,Tier B - institution-controlled,official notifications page,B,2025-26 to 2026-27,,2026-06-26,scholarships;financial_assistance,"Main campus, Hanumakonda/Warangal, Telangana",Deadlines and calls may change; each scheme requires current-cycle verification.
SRC020,Institute Merit-cum-Means Scholarship notice 2023-24,https://nitw.ac.in/api/static/files/MCM_Scholarship_2023-24.pdf,nitw.ac.in,Tier B - institution-controlled,official scholarship notice,B,2023-24,2023,2026-06-26,scholarships,"Main campus, Hanumakonda/Warangal, Telangana",Historical official notice; 2026 continuation requires confirmation.
SRC021,Institute Merit Scholarship notice 2022-23,https://nitw.ac.in/api/static/files/Merit_Scholarship_2022-23.pdf,nitw.ac.in,Tier B - institution-controlled,official scholarship notice,B,2022-23,2022,2026-06-26,scholarships,"Main campus, Hanumakonda/Warangal, Telangana",Historical official notice; 2026 continuation requires confirmation.
SRC022,Financial support call for economically weaker students,https://nitw.ac.in/api/static/files/Revised_Application_2025-12-8-11-32-45.pdf,nitw.ac.in,Tier B - institution-controlled,official donor-support notice,B,2025-26,2025-12-08,2026-06-26,scholarships;financial_assistance,"Main campus, Hanumakonda/Warangal, Telangana","Call mentions financial support up to INR 50,000 per year; eligibility and renewal require current notice verification."
SRC023,National Scholarship Portal,https://scholarships.gov.in/,scholarships.gov.in,Tier A - official,government scholarship portal,A,2025-26 to 2026-27,,2026-06-26,scholarships,"Main campus, Hanumakonda/Warangal, Telangana",Scheme eligibility and deadlines vary by cycle.
SRC024,NIT Warangal Endowment Fund scholarship notifications,https://www.nitw.ac.in/notifications,nitw.ac.in,Tier B - institution-controlled,official scholarship notification,B,2025-26 to 2026-27,,2026-06-26,scholarships,"Main campus, Hanumakonda/Warangal, Telangana",Includes donor/alumni-funded calls such as the 1997 batch scholarship; exact current benefit must be checked in the active notice.
SRC025,IMPACT99 alumni scholarship information,https://alumni.nitw.ac.in/page/impact99_1-1711,alumni.nitw.ac.in,Tier C - institution-associated,official alumni platform,C,,,2026-06-26,scholarships;alumni_support,"Main campus, Hanumakonda/Warangal, Telangana",Institution-associated alumni scholarship information; current call must be verified.
SRC026,NIT Warangal student grievance redressal,https://nitw.ac.in/SGR,nitw.ac.in,Tier B - institution-controlled,official grievance page,B,2025-26,,2026-06-26,grievance;student_support,"Main campus, Hanumakonda/Warangal, Telangana",Official grievance mechanism.
SRC027,NIT Warangal physical education and sports facilities,https://nitw.ac.in/pe,nitw.ac.in,Tier B - institution-controlled,official sports page,B,2025-26,,2026-06-26,sports;facilities,"Main campus, Hanumakonda/Warangal, Telangana",Official sports-facility information.
SRC028,NIT Warangal UG regulations,https://nitw.ac.in/api/static/files/UG_Regulations_2024-25.pdf,nitw.ac.in,Tier B - institution-controlled,official academic regulations PDF,B,2024-25,2024,2026-06-26,academics;attendance;branch_change;degree_rules,"Main campus, Hanumakonda/Warangal, Telangana",Current applicability for the 2026 batch must be verified against the latest regulations.
